gene_short_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,score
srl,10.399475046654663,-0.9152482723149639,0.5279621770013744,-2.4049779616696307,0.016173441099846187,0.06883876647157096,1.791197568734158
eIF3-S10,213.0795657373068,-0.3295992887660829,0.17677899527343205,-2.006593655982156,0.04479294737211914,0.15235308214466,1.348790360075212
CG1074,8.951721359498102,-0.3472169622934574,0.47737499888769963,-1.160970243140103,0.2456540008933885,0.4942458918167357,0.6096761582469626
CG9804,15.7657839732555,0.007783697358114116,0.3646185997883153,0.027873895916557156,0.9777627283924936,0.992962763752599,0.009766521747969017
CG14650,32.226152435577745,0.21574052628509421,0.27640743770840404,0.9376636154186643,0.3484173077029268,0.6032789994269714,0.45790027945892925
Fip1,19.9159571941652,0.027419800634386697,0.34610449195579385,0.10473661142608369,0.9165848099998668,0.9691053401420959,0.03782734432874161
CG9775,102.26573912399567,0.42734334258424184,0.20380775466374412,2.2966373980606543,0.021639463370941997,0.0865329232264282,1.6647535133403488
MED31,28.05686691885535,0.14199572997333978,0.33048438656641466,0.559817805507542,0.5756037173660474,0.7878251758138376,0.23987640996415296
slx1,1.5782266413733372,0.19148606483230873,0.7831767060218644,0.890509769756733,0.3731922248506645,,0.42806741299527923
spartin,0.9957909761186624,0.01792880186666411,0.7242526336594268,0.09869137094347527,0.9213833204062504,,0.035559653946908056
CG9769,84.47524162977258,-0.29984014315453733,0.22529595067238092,-1.4987710432258392,0.13393303911337803,0.33372690507001807,0.8731122763510613
CG14655,5.406341575778937,0.01369734084624499,0.5129972056417291,0.04897239646542743,0.9609412939656173,0.9876894377715896,0.017303143533916224
CG1129,120.77536380243484,-0.6540934112179142,0.21592191927292434,-3.2907536452428094,0.0009991937631836688,0.007450486685307228,3.000350285425925
CG14657,20.9203299528554,0.07312690609498743,0.32243101951790687,0.2912467440020026,0.7708626147603139,0.903135208204764,0.11302301620074529
CG14662,3.860160500351775,5.033467707508636,2.0773076691622814,2.5456428881197835,0.010907671231330776,0.050639074772866007,1.9622679606250402
CG12007,50.10612673381741,-0.9301893729851625,0.2421997879849529,-4.153900659429009,3.268551200232529e-05,0.000399476803380532,4.48564470763724
CG1116,11.549996611494185,-0.11598795374169223,0.403203898048923,-0.4272431189907342,0.6692022580310224,0.848356843544806,0.17444260230504277
CG2604,16.136846724892276,-0.4377990177940379,0.3667810505662471,-1.5622196706696063,0.11823624816709238,0.30695438847268336,0.9272493596172157
Vps37B,103.8202522014228,-0.3261950586375511,0.24503307600623764,-1.527061253304801,0.1267457806401148,0.32158962324695795,0.89706648939278
Mms19,6.42112428463742,0.14545486875464467,0.49967713749359505,0.5205107799828447,0.6027076163844387,0.8070980464777727,0.21989332034089254
CG12173,40.939344225700424,0.04303111299188496,0.25747780121284836,0.1953054640868257,0.8451538197188537,0.9366311967573886,0.07306424137505191
CG11999,15.579501696497008,0.8046255736330041,0.4309719103441624,2.4131865801744965,0.015813722032500664,0.0678065832919207,1.8009658993321231
CG1161,70.73053150397878,0.369698258112028,0.2256716708188191,1.8382412182652599,0.06602686856757545,0.202365793199165,1.1802792993659594
Cerk,18.324859425615188,0.3683071686572611,0.35973919259689435,1.3514897620456732,0.17653859727860988,0.4007622440510496,0.7531603285053339
CG14667,6.922020475247962,-0.10030014502590198,0.4724968121326215,-0.36467743439836736,0.7153522049979576,0.875833334584801,0.1454800798413111
PEK,15.627318863843197,-0.04112781224378485,0.358483086342988,-0.159434277795375,0.8733267345183304,0.9507422031391747,0.05882324489583668
RpL35A,3481.1287466547024,-0.4715192543530327,0.16057378599694902,-3.1066557730880904,0.0018921658855589202,0.012450630879194336,2.723040791811196
CG12162,6.085638780811545,0.030588127240517096,0.4979466326166517,0.11064043405920439,0.9119014825635218,0.9676599491158202,0.04005207821777273
mRpL44,28.539146404798256,-0.14078907651662598,0.3188944671003237,-0.5665750628196906,0.5710029214155663,0.7859411823739669,0.2433616697726911
Hcs,4.691521354311648,-0.0020129373136719745,0.5358426517965377,-0.009442565988969056,0.9924660343405126,0.9973000413671241,0.0032843473869166367
CG2519,11.661283961439286,0.00788794799553479,0.40223395914468324,0.02725896909835815,0.9782531826135346,0.9930783481983916,0.009548730507018835
Snm1,1.1485600935286586,0.06331698379231981,0.7375503536137087,0.33573078256129657,0.7370738906840322,,0.1324889725103114
Pi4KIIalpha,12.439736752251605,-0.1262660374316813,0.3930998090709695,-0.46789222982933193,0.6398616603753562,0.8308865780631729,0.19391391137529723
CG14671,30.221626828056042,0.31597412325146884,0.282793527942579,1.3408900230930643,0.1799561619395732,0.4058660416453922,0.744833277932785
CG12746,16.13731648656842,1.4256555707305232,0.47586335836960786,3.5198365431592036,0.0004318128263335543,0.0037801319551166884,3.3647044617628934
CG2931,26.003383309568225,0.1712276478822363,0.29930746234734035,0.710099509561584,0.477642430433895,0.7178734569273019,0.3208971004615928
CG2926,7.256467935900195,0.12048069420871634,0.48063285198484135,0.4322157509701216,0.6655846125778055,0.8464374003498693,0.17679672690632944
rev7,14.640467085398502,-0.21083944405915608,0.37800082857677636,-0.7786946076394236,0.4361596333390062,0.6840764363713615,0.3603545309383067
CG1427,14.286192559451996,-0.6292492790389146,0.40680064480043515,-2.0357265949420174,0.04177781700027372,0.14447674759622628,1.3790542567804138
CG2911,19.07667483905638,-0.14630388774475178,0.3275966561204015,-0.5805264916651719,0.5615596271570051,0.7790269312938651,0.2506041229815302
RpL13A,2287.888691174633,-0.7711314160402929,0.11608104564073939,-6.750616244177683,1.4721851463594283e-11,7.405731366686341e-10,10.832037568404868
CG12171,45.767470183281844,-0.14255721460669582,0.5139757478459043,-0.519566878728913,0.6033654881222863,0.8073560560032598,0.21941953464280217
CG12170,2.525323867267368,-0.1517353157688629,0.6253773121416021,-0.6219857205023847,0.533951257546649,,0.2724983863135716
elm,215.94138315389938,1.0085899465930661,0.2247884843642413,4.7885990589038485,1.6794965458574024e-06,2.981858061724319e-05,5.774820885014703
MED27,16.6387698503817,0.660142011880221,0.40846742545028175,2.1179427122130052,0.034179919703156744,0.12281433667329868,1.4662289618761626
CG2182,23.69955748430603,-0.5057164198198759,0.3636288402768451,-1.7864341811724973,0.07402898533626548,0.2204672742189425,1.130598203148945
Atg17,9.572461596017478,0.15696717318275885,0.45219294671252,0.560737887610778,0.5749762347926191,0.7878251758138376,0.24035010541771265
CG1239,5.077760053695956,-0.17646017417924958,0.5322351780079115,-0.6394444018604583,0.5225338715727417,0.7530475682910469,0.2818855525655152
